units,lr,dropout,val_accuracy,val_loss,fitness,epochs_treinadas
512,8.927699270963634e-05,0.5580221609102032,0.9040000438690186,0.22433020174503326,0.09599995613098145,30
256,0.00019562870519464074,0.33555098483138307,0.9240000247955322,0.20707425475120544,0.07599997520446777,30
256,0.00035489922816903276,0.33234785145668044,0.9220000505447388,0.1983826905488968,0.07799994945526123,30
256,2.9339364343126722e-05,0.6293752446873457,0.8740000128746033,0.326908677816391,0.12599998712539673,30
256,0.0008747920462716551,0.5232935407555053,0.9180000424385071,0.20767264068126678,0.08199995756149292,28
512,2.6055594703946716e-05,0.39081840735958046,0.8880000710487366,0.26578256487846375,0.11199992895126343,30
512,2.7667767380653174e-05,0.5643108954894094,0.8880000710487366,0.2836660146713257,0.11199992895126343,30
512,0.0003598357797210553,0.3575342150595117,0.9240000247955322,0.1939261257648468,0.07599997520446777,24
512,2.815920344699176e-05,0.4040216296777248,0.8880000710487366,0.2577754259109497,0.11199992895126343,30
512,4.476753818297846e-05,0.4585514773258701,0.8960000276565552,0.23972301185131073,0.10399997234344482,30
256,0.00029773748878730513,0.6062346884563274,0.9100000262260437,0.2009950578212738,0.0899999737739563,30
256,0.0004261432813845357,0.684230573523166,0.9120000600814819,0.2202087938785553,0.08799993991851807,30
256,1.2760052866744687e-05,0.4414466114419957,0.8580000400543213,0.36476072669029236,0.1419999599456787,30
512,0.0004908788205568992,0.48661043106269053,0.9120000600814819,0.20969541370868683,0.08799993991851807,26
128,0.00013234711118202582,0.6816068903168695,0.906000018119812,0.24483761191368103,0.09399998188018799,30
512,3.397422576405875e-05,0.46168473273857225,0.9000000357627869,0.2536233365535736,0.09999996423721313,30
256,3.671922134110156e-05,0.40444094377790346,0.8960000276565552,0.2692960500717163,0.10399997234344482,30
128,0.00012098296985174942,0.35768339999111826,0.906000018119812,0.21384406089782715,0.09399998188018799,30
512,4.3934700488593085e-05,0.5847061210749624,0.9000000357627869,0.25479423999786377,0.09999996423721313,30
512,1.2284318097230481e-05,0.63594283344383,0.8580000400543213,0.3549036681652069,0.1419999599456787,30
128,0.0007275412486469934,0.47336452615846725,0.9220000505447388,0.20402951538562775,0.07799994945526123,30
512,0.00016261053256484202,0.694888307882216,0.9180000424385071,0.20960070192813873,0.08199995756149292,30
128,0.00021868520404865914,0.5794579016359305,0.9140000343322754,0.20747803151607513,0.08599996566772461,30
512,5.503258002976568e-05,0.5777855383082773,0.8920000195503235,0.23448307812213898,0.10799998044967651,30
256,0.00037013292791338655,0.3511507496375275,0.9200000166893005,0.20148655772209167,0.07999998331069946,24
512,0.0008929054663423563,0.3740771050760197,0.9100000262260437,0.20465591549873352,0.0899999737739563,18
256,0.00028655236455038904,0.5755270830655588,0.9180000424385071,0.20321886241436005,0.08199995756149292,30
256,8.962319326357275e-05,0.5300725727509974,0.8980000615119934,0.2305249273777008,0.10199993848800659,30
512,1.192651449945785e-05,0.5443226090259932,0.8520000576972961,0.3449438810348511,0.14799994230270386,30
128,6.0941553340490586e-05,0.3233944290315585,0.8980000615119934,0.2539758086204529,0.10199993848800659,30
512,0.0002806125959198724,0.6157876339236787,0.9200000166893005,0.22628967463970184,0.07999998331069946,30
256,1.530141349840652e-05,0.4072800518033958,0.8720000386238098,0.3348371386528015,0.12799996137619019,30
256,9.841255386569272e-05,0.6622972395566499,0.8920000195503235,0.24218398332595825,0.10799998044967651,30
256,0.00033405338796303264,0.309470009661016,0.9180000424385071,0.1913275420665741,0.08199995756149292,24
